N,P,K,temperatura,umidade,ph,precipitacao,indice_sucesso,tipo_temperatura,tipo_solo,solo_nutrientes,tipo_cultura,rotulo
0,23,15,"22,57","93,37","7,6","109,86","68,08",Moderado,Alcalino,Alto,Fruta,Laranja
24,27,9,"18,87","93,25","6,16","119,39","79,64",Moderado,Neutro,Alto,Fruta,Laranja
36,11,13,"17,34","93,05","7,19","112,72","70,99",Moderado,Neutro,Baixo,Fruta,Laranja
40,21,8,"34,91","92,88","7,42","102,19","64,52",Quente,Neutro,Alto,Fruta,Laranja
40,22,6,"24,54","91,91","6,49","115,98","68,28",Moderado,Neutro,Alto,Fruta,Laranja
32,18,13,"13,84","91,75","6,04","107,99","76,0",Frio,Neutro,Alto,Fruta,Laranja
9,10,10,"22,36","93,52","6,01","101,52","82,49",Moderado,Neutro,Baixo,Fruta,Laranja
13,16,8,"34,74","93,12","6,95","100,2","80,01",Quente,Neutro,Alto,Fruta,Laranja
15,9,11,"11,55","94,15","7,91","108,83","78,03",Frio,Alcalino,Baixo,Fruta,Laranja
29,11,5,"23,13","91,95","7,64","104,42","76,83",Moderado,Alcalino,Baixo,Fruta,Laranja
1,15,9,"29,98","94,55","7,53","115,36","74,49",Moderado,Alcalino,Alto,Fruta,Laranja
18,5,11,"20,88","90,94","6,25","102,46","82,56",Moderado,Neutro,Baixo,Fruta,Laranja
14,22,9,"17,25","91,14","6,54","112,51","83,55",Moderado,Neutro,Alto,Fruta,Laranja
33,15,7,"15,83","91,68","7,65","109,76","76,73",Moderado,Alcalino,Alto,Fruta,Laranja
4,6,7,"23,01","91,12","6,71","112,67","70,4",Moderado,Neutro,Baixo,Fruta,Laranja
17,16,14,"16,4","92,18","6,63","102,94","84,81",Moderado,Neutro,Alto,Fruta,Laranja
12,20,10,"24,45","93,11","6,53","109,47","88,5",Moderado,Neutro,Alto,Fruta,Laranja
34,29,8,"31,88","91,15","6,45","105,34","64,21",Quente,Neutro,Alto,Fruta,Laranja
39,28,10,"31,35","91,48","7,18","109,15","65,31",Quente,Neutro,Alto,Fruta,Laranja
31,25,12,"18,05","90,04","7,02","111,78","74,42",Moderado,Neutro,Alto,Fruta,Laranja
12,6,8,"30,85","92,87","6,39","107,41","73,07",Quente,Neutro,Baixo,Fruta,Laranja
12,29,13,"22,46","91,53","7,57","118,01","74,56",Moderado,Alcalino,Alto,Fruta,Laranja
26,11,11,"13,7","90,96","7,61","106,29","79,81",Frio,Alcalino,Baixo,Fruta,Laranja
19,24,15,"20,49","93,72","7,14","111,84","81,54",Moderado,Neutro,Alto,Fruta,Laranja
39,21,9,"13,21","94,03","6,35","106,27","69,34",Frio,Neutro,Alto,Fruta,Laranja
16,29,13,"32,32","93,68","6,2","117,62","71,09",Quente,Neutro,Alto,Fruta,Laranja
36,29,13,"20,68","90,92","7,83","109,75","66,64",Moderado,Alcalino,Alto,Fruta,Laranja
37,23,12,"31,53","90,51","6,4","113,12","68,25",Quente,Neutro,Alto,Fruta,Laranja
39,9,15,"25,35","91,81","7,99","116,76","64,65",Moderado,Alcalino,Baixo,Fruta,Laranja
31,5,14,"17,67","91,7","6,58","110,69","68,16",Moderado,Neutro,Baixo,Fruta,Laranja
18,12,8,"12,59","91,82","6,21","119,39","81,87",Frio,Neutro,Baixo,Fruta,Laranja
20,20,10,"11,87","93,68","6,98","106,06","87,24",Frio,Neutro,Alto,Fruta,Laranja
5,8,5,"11,03","92,23","6,56","112,77","61,69",Frio,Neutro,Baixo,Fruta,Laranja
20,8,12,"25,3","94,96","7,26","117,97","84,23",Moderado,Neutro,Baixo,Fruta,Laranja
25,21,11,"32,24","90,15","6,46","104,71","81,09",Quente,Neutro,Alto,Fruta,Laranja
14,19,14,"17,68","94,36","6,7","108,06","81,66",Moderado,Neutro,Alto,Fruta,Laranja
37,18,12,"10,27","90,19","7,4","106,7","70,32",Frio,Neutro,Alto,Fruta,Laranja
26,15,6,"17,22","94,79","6,91","108,01","81,39",Moderado,Neutro,Alto,Fruta,Laranja
13,22,5,"19,67","90,5","7,76","100,17","76,45",Moderado,Alcalino,Alto,Fruta,Laranja
32,25,9,"10,36","93,76","7,8","101,15","68,46",Frio,Alcalino,Alto,Fruta,Laranja
19,7,9,"27,26","91,71","6,97","101,14","83,43",Moderado,Neutro,Baixo,Fruta,Laranja
28,7,9,"34,59","92,13","6,73","115,57","72,1",Quente,Neutro,Baixo,Fruta,Laranja
24,30,11,"32,4","94,52","6,6","113,25","73,15",Quente,Neutro,Alto,Fruta,Laranja
7,17,10,"10,16","91,22","6,47","106,36","78,8",Frio,Neutro,Alto,Fruta,Laranja
18,23,8,"21,49","93,44","6,41","101,48","86,29",Moderado,Neutro,Alto,Fruta,Laranja
7,20,12,"16,53","94,77","6,48","110,04","77,4",Moderado,Neutro,Alto,Fruta,Laranja
20,23,11,"31,85","90,12","6,41","109,95","84,4",Quente,Neutro,Alto,Fruta,Laranja
18,14,11,"28,05","90,01","6,55","117,13","89,18",Moderado,Neutro,Baixo,Fruta,Laranja
34,11,10,"31,75","94,6","7,36","115,2","74,39",Quente,Neutro,Baixo,Fruta,Laranja
20,29,10,"29,07","93,27","7,37","100,79","80,81",Moderado,Neutro,Alto,Fruta,Laranja
37,24,13,"19,14","90,71","7,85","108,02","69,4",Moderado,Alcalino,Alto,Fruta,Laranja
12,8,10,"16,15","91,44","8,0","107,43","79,49",Moderado,Alcalino,Baixo,Fruta,Laranja
34,10,14,"34,05","92,06","6,73","116,8","65,25",Quente,Neutro,Baixo,Fruta,Laranja
6,13,9,"34,51","90,56","7,79","118,33","73,11",Quente,Alcalino,Baixo,Fruta,Laranja
27,30,5,"32,72","90,55","7,66","113,33","63,79",Quente,Alcalino,Alto,Fruta,Laranja
13,8,12,"25,16","92,55","7,11","114,31","80,08",Moderado,Neutro,Baixo,Fruta,Laranja
6,7,7,"27,68","94,47","7,2","114,0","69,27",Moderado,Neutro,Baixo,Fruta,Laranja
40,17,15,"21,35","90,95","7,87","107,09","72,09",Moderado,Alcalino,Alto,Fruta,Laranja
31,26,9,"11,7","93,26","7,57","103,2","69,69",Frio,Alcalino,Alto,Fruta,Laranja
61,68,50,"35,21","91,5","6,79","243,07","81,11",Quente,Neutro,Alto,Fruta,Mamão
58,46,45,"42,39","90,79","6,58","88,47","81,02",Quente,Neutro,Alto,Fruta,Mamão
45,47,55,"38,42","91,14","6,75","119,27","88,04",Quente,Neutro,Alto,Fruta,Mamão
39,65,53,"35,33","92,12","6,56","235,61","81,99",Quente,Neutro,Alto,Fruta,Mamão
31,68,45,"42,92","90,08","6,94","196,24","78,26",Quente,Neutro,Alto,Fruta,Mamão
70,68,45,"33,84","92,85","6,99","203,4","81,83",Quente,Neutro,Alto,Fruta,Mamão
68,62,50,"33,2","92,76","6,98","197,53","86,36",Quente,Neutro,Alto,Fruta,Mamão
34,65,47,"23,49","93,71","6,83","191,78","80,97",Moderado,Neutro,Alto,Fruta,Mamão
38,68,54,"29,34","90,82","6,74","202,06","82,79",Moderado,Neutro,Alto,Fruta,Mamão
69,64,47,"40,21","94,51","6,99","186,68","82,47",Quente,Neutro,Alto,Fruta,Mamão
58,51,47,"42,13","91,7","6,76","197,4","83,32",Quente,Neutro,Alto,Fruta,Mamão
59,47,53,"32,86","91,46","6,85","47,27","80,83",Quente,Neutro,Alto,Fruta,Mamão
44,64,54,"29,81","91,38","6,74","232,7","82,68",Moderado,Neutro,Alto,Fruta,Mamão
56,57,48,"31,56","93,05","6,51","63,62","86,28",Quente,Neutro,Alto,Fruta,Mamão
69,60,54,"36,32","93,06","6,99","141,17","90,45",Quente,Neutro,Alto,Fruta,Mamão
56,58,49,"37,13","94,61","6,69","172,48","91,74",Quente,Neutro,Alto,Fruta,Mamão
49,55,53,"38,44","93,64","6,54","77,72","87,44",Quente,Neutro,Alto,Fruta,Mamão
38,51,52,"32,66","90,79","6,93","78,85","84,84",Quente,Neutro,Alto,Fruta,Mamão
54,65,47,"27,93","91,56","6,72","149,91","92,07",Moderado,Neutro,Alto,Fruta,Mamão
57,57,51,"39,02","91,49","6,99","105,88","89,65",Quente,Neutro,Alto,Fruta,Mamão
39,52,53,"32,51","94,66","6,7","51,07","81,68",Quente,Neutro,Alto,Fruta,Mamão
58,67,45,"38,72","91,73","6,7","62,62","81,42",Quente,Neutro,Alto,Fruta,Mamão
61,64,52,"43,3","92,83","6,64","110,56","85,68",Quente,Neutro,Alto,Fruta,Mamão
34,62,55,"27,59","90,73","6,59","238,5","77,67",Moderado,Neutro,Alto,Fruta,Mamão
31,48,45,"40,79","92,91","6,56","132,79","84,16",Quente,Neutro,Alto,Fruta,Mamão
47,46,52,"23,19","91,4","6,5","206,4","81,86",Moderado,Neutro,Alto,Fruta,Mamão
32,68,52,"32,68","92,62","6,8","248,86","77,88",Quente,Neutro,Alto,Fruta,Mamão
36,59,46,"34,29","93,61","6,72","127,25","91,71",Quente,Neutro,Alto,Fruta,Mamão
61,51,51,"39,3","94,16","6,57","120,95","88,09",Quente,Neutro,Alto,Fruta,Mamão
70,54,46,"39,73","91,12","6,92","122,76","84,98",Quente,Neutro,Alto,Fruta,Mamão
44,56,49,"39,23","91,26","6,52","64,45","84,77",Quente,Neutro,Alto,Fruta,Mamão
34,68,51,"27,35","94,18","6,69","40,35","76,43",Moderado,Neutro,Alto,Fruta,Mamão
50,59,47,"40,77","92,09","6,75","209,87","87,54",Quente,Neutro,Alto,Fruta,Mamão
39,70,52,"26,27","90,8","6,65","59,49","78,93",Moderado,Neutro,Alto,Fruta,Mamão
34,61,49,"28,13","93,32","6,5","117,82","87,97",Moderado,Neutro,Alto,Fruta,Mamão
44,60,55,"34,28","90,56","6,83","98,54","90,36",Quente,Neutro,Alto,Fruta,Mamão
31,62,52,"33,8","93,01","6,99","182,03","87,45",Quente,Neutro,Alto,Fruta,Mamão
65,62,51,"31,53","90,87","6,51","207,07","84,9",Quente,Neutro,Alto,Fruta,Mamão
44,57,53,"42,3","90,51","6,93","74,88","83,97",Quente,Neutro,Alto,Fruta,Mamão
50,47,48,"24,64","90,62","6,71","218,23","82,23",Moderado,Neutro,Alto,Fruta,Mamão
43,50,48,"28,28","91,37","6,63","179,27","87,31",Moderado,Neutro,Alto,Fruta,Mamão
60,46,53,"24,49","92,98","6,76","183,49","82,51",Moderado,Neutro,Alto,Fruta,Mamão
70,68,55,"42,85","94,64","6,69","78,81","76,73",Quente,Neutro,Alto,Fruta,Mamão
59,62,52,"43,68","93,11","6,61","103,82","85,88",Quente,Neutro,Alto,Fruta,Mamão
60,58,51,"42,07","92,92","6,84","165,74","89,08",Quente,Neutro,Alto,Fruta,Mamão
42,60,47,"33,47","92,13","6,83","136,83","95,23",Quente,Neutro,Alto,Fruta,Mamão
35,66,47,"31,7","91,66","6,95","48,84","79,96",Quente,Neutro,Alto,Fruta,Mamão
34,65,48,"41,42","90,04","6,67","199,31","81,48",Quente,Neutro,Alto,Fruta,Mamão
36,54,46,"42,55","94,94","6,66","214,41","79,38",Quente,Neutro,Alto,Fruta,Mamão
39,64,52,"28,92","94,64","6,68","63,69","82,31",Moderado,Neutro,Alto,Fruta,Mamão
37,52,47,"43,08","93,9","6,54","211,85","79,71",Quente,Neutro,Alto,Fruta,Mamão
33,47,46,"29,2","93,97","6,84","209,41","79,29",Moderado,Neutro,Alto,Fruta,Mamão
34,48,48,"41,04","91,37","6,81","181,53","82,55",Quente,Neutro,Alto,Fruta,Mamão
49,54,50,"25,62","93,18","6,76","97,26","88,82",Moderado,Neutro,Alto,Fruta,Mamão
40,65,49,"35,33","91,06","6,68","163,91","91,15",Quente,Neutro,Alto,Fruta,Mamão
68,52,49,"24,43","92,28","6,58","63,35","77,73",Moderado,Neutro,Alto,Fruta,Mamão
50,46,52,"31,18","90,22","6,73","54,02","83,62",Quente,Neutro,Alto,Fruta,Mamão
65,63,50,"31,88","91,33","6,52","79,27","85,31",Quente,Neutro,Alto,Fruta,Mamão
40,49,47,"42,93","91,18","6,5","246,36","75,96",Quente,Neutro,Alto,Fruta,Mamão
42,53,48,"23,11","94,32","6,76","231,52","79,0",Moderado,Neutro,Alto,Fruta,Mamão
49,55,51,"24,87","93,91","6,68","135,17","92,72",Moderado,Neutro,Alto,Fruta,Mamão
59,62,49,"43,36","93,35","6,94","114,78","87,59",Quente,Neutro,Alto,Fruta,Mamão
63,58,47,"26,83","90,75","6,86","144,67","90,36",Moderado,Neutro,Alto,Fruta,Mamão
70,65,52,"30,42","93,13","6,58","75,95","81,39",Quente,Neutro,Alto,Fruta,Mamão
63,50,52,"28,65","93,23","6,75","115,82","86,62",Moderado,Neutro,Alto,Fruta,Mamão
40,64,47,"32,5","93,48","6,89","71,74","85,21",Quente,Neutro,Alto,Fruta,Mamão
63,58,50,"43,04","94,64","6,72","41,59","78,49",Quente,Neutro,Alto,Fruta,Mamão
45,58,49,"30,11","90,35","6,83","75,25","87,7",Quente,Neutro,Alto,Fruta,Mamão
66,69,47,"23,69","93,61","6,91","87,53","79,18",Moderado,Neutro,Alto,Fruta,Mamão
54,67,52,"35,68","93,31","6,59","141,34","94,45",Quente,Neutro,Alto,Fruta,Mamão
69,67,52,"27,72","94,44","6,83","82,83","80,39",Moderado,Neutro,Alto,Fruta,Mamão
67,68,49,"35,27","92,38","6,82","149,85","89,79",Quente,Neutro,Alto,Fruta,Mamão
45,57,47,"23,17","90,79","6,66","161,69","89,04",Moderado,Neutro,Alto,Fruta,Mamão
56,50,52,"33,09","92,25","6,77","88,13","88,04",Quente,Neutro,Alto,Fruta,Mamão
70,50,53,"37,46","90,45","6,93","172,35","84,06",Quente,Neutro,Alto,Fruta,Mamão
44,47,45,"38,73","94,74","6,58","218,14","81,24",Quente,Neutro,Alto,Fruta,Mamão
50,60,47,"32,58","92,75","6,93","93,79","92,34",Quente,Neutro,Alto,Fruta,Mamão
52,51,53,"38,38","93,1","6,99","210,27","85,7",Quente,Neutro,Alto,Fruta,Mamão
35,68,45,"42,94","90,09","6,61","234,85","75,07",Quente,Neutro,Alto,Fruta,Mamão
68,69,52,"25,65","92,75","6,81","52,95","75,95",Moderado,Neutro,Alto,Fruta,Mamão
32,55,52,"37,59","92,0","6,97","159,66","88,26",Quente,Neutro,Alto,Fruta,Mamão
32,55,51,"29,61","93,16","6,57","62,69","81,05",Moderado,Neutro,Alto,Fruta,Mamão
48,62,47,"25,35","93,03","6,8","174,4","89,56",Moderado,Neutro,Alto,Fruta,Mamão
39,69,53,"25,93","93,02","6,96","241,82","77,02",Moderado,Neutro,Alto,Fruta,Mamão
49,61,45,"32,77","94,57","6,76","240,48","85,18",Quente,Neutro,Alto,Fruta,Mamão
48,57,54,"29,02","90,2","6,62","126,81","92,9",Moderado,Neutro,Alto,Fruta,Mamão
69,66,49,"40,0","90,17","6,53","92,12","81,9",Quente,Neutro,Alto,Fruta,Mamão
53,55,55,"33,32","91,25","6,71","234,5","85,02",Quente,Neutro,Alto,Fruta,Mamão
38,61,52,"31,23","94,94","6,62","46,44","81,9",Quente,Neutro,Alto,Fruta,Mamão
57,64,55,"26,68","92,96","6,58","62,51","81,63",Moderado,Neutro,Alto,Fruta,Mamão
51,57,55,"24,71","90,15","6,68","108,41","88,54",Moderado,Neutro,Alto,Fruta,Mamão
56,65,45,"38,2","93,97","6,75","218,09","83,28",Quente,Neutro,Alto,Fruta,Mamão
54,66,52,"36,57","93,8","6,87","104,42","89,89",Quente,Neutro,Alto,Fruta,Mamão
58,55,47,"26,05","93,69","6,74","240,69","79,65",Moderado,Neutro,Alto,Fruta,Mamão
68,70,54,"31,3","92,76","6,99","54,78","78,01",Quente,Neutro,Alto,Fruta,Mamão
42,59,55,"40,1","94,35","6,98","149,12","91,44",Quente,Neutro,Alto,Fruta,Mamão
43,64,47,"38,59","91,58","6,83","102,27","88,02",Quente,Neutro,Alto,Fruta,Mamão
35,67,49,"41,31","91,15","6,62","239,74","77,11",Quente,Neutro,Alto,Fruta,Mamão
56,59,55,"37,04","91,79","6,55","188,52","89,18",Quente,Neutro,Alto,Fruta,Mamão
39,64,53,"23,01","91,07","6,6","208,34","80,77",Moderado,Neutro,Alto,Fruta,Mamão
18,30,29,"26,76","92,86","6,42","224,59","77,87",Moderado,Neutro,Alto,Fruta,Coco
37,23,28,"25,61","94,31","5,74","224,32","75,42",Moderado,Neutro,Alto,Fruta,Coco
13,28,33,"28,13","95,65","5,69","151,08","78,07",Moderado,Neutro,Alto,Fruta,Coco
2,21,35,"25,03","91,54","6,29","179,82","76,02",Moderado,Neutro,Alto,Fruta,Coco
10,18,35,"27,8","99,65","6,38","181,69","85,81",Moderado,Neutro,Alto,Fruta,Coco
7,11,32,"29,26","95,11","5,54","184,76","80,0",Moderado,Neutro,Baixo,Fruta,Coco
39,5,31,"27,1","93,7","5,55","150,95","72,39",Moderado,Neutro,Baixo,Fruta,Coco
34,6,27,"25,85","90,93","5,86","147,89","73,9",Moderado,Neutro,Baixo,Fruta,Coco
31,30,29,"26,59","90,99","5,56","178,81","77,96",Moderado,Neutro,Alto,Fruta,Coco
25,7,35,"28,39","99,19","5,56","189,67","82,85",Moderado,Neutro,Baixo,Fruta,Coco
16,18,26,"28,44","91,81","5,57","145,54","87,89",Moderado,Neutro,Alto,Fruta,Coco
26,10,33,"28,27","96,94","6,07","198,82","85,73",Moderado,Neutro,Baixo,Fruta,Coco
27,8,32,"27,01","96,46","5,63","144,33","83,13",Moderado,Neutro,Baixo,Fruta,Coco
37,18,30,"27,64","99,35","6,38","157,92","84,62",Moderado,Neutro,Alto,Fruta,Coco
19,15,34,"26,3","99,66","5,69","215,92","88,64",Moderado,Neutro,Alto,Fruta,Coco
0,19,33,"27,13","95,24","6,23","204,72","76,99",Moderado,Neutro,Alto,Fruta,Coco
31,20,26,"25,57","97,61","6,44","199,79","83,75",Moderado,Neutro,Alto,Fruta,Coco
9,17,32,"25,95","93,41","5,84","172,05","87,84",Moderado,Neutro,Alto,Fruta,Coco
22,11,29,"28,03","95,02","5,96","218,01","88,86",Moderado,Neutro,Baixo,Fruta,Coco
31,6,26,"29,13","91,31","5,74","157,24","76,48",Moderado,Neutro,Baixo,Fruta,Coco
34,6,30,"27,08","97,0","5,95","171,76","78,85",Moderado,Neutro,Baixo,Fruta,Coco
24,6,32,"28,11","90,02","6,39","172,48","85,36",Moderado,Neutro,Baixo,Fruta,Coco
1,8,26,"27,51","94,19","5,56","156,67","70,82",Moderado,Neutro,Baixo,Fruta,Coco
31,13,33,"27,64","95,49","5,86","205,55","84,89",Moderado,Neutro,Baixo,Fruta,Coco
10,9,28,"29,01","94,01","6,28","150,05","78,15",Moderado,Neutro,Baixo,Fruta,Coco
36,27,26,"26,58","95,79","6,25","171,63","75,9",Moderado,Neutro,Alto,Fruta,Coco
38,24,33,"28,29","97,0","5,97","142,94","75,56",Moderado,Neutro,Alto,Fruta,Coco
11,6,25,"28,69","96,65","6,08","178,96","76,46",Moderado,Neutro,Baixo,Fruta,Coco
16,14,30,"29,71","96,3","6,37","209,85","87,36",Moderado,Neutro,Baixo,Fruta,Coco
33,14,35,"27,15","96,66","6,03","149,24","83,37",Moderado,Neutro,Baixo,Fruta,Coco
16,6,29,"29,29","91,96","5,87","132,15","78,06",Moderado,Neutro,Baixo,Fruta,Coco
32,11,31,"25,07","93,31","6,21","134,84","80,77",Moderado,Neutro,Baixo,Fruta,Coco
38,14,30,"26,92","91,2","5,57","194,9","81,89",Moderado,Neutro,Baixo,Fruta,Coco
8,6,33,"28,28","93,65","6,1","171,95","76,23",Moderado,Neutro,Baixo,Fruta,Coco
23,6,33,"29,18","92,73","6,03","204,96","82,93",Moderado,Neutro,Baixo,Fruta,Coco
29,25,35,"28,36","91,65","5,54","160,73","81,77",Moderado,Neutro,Alto,Fruta,Coco
24,14,33,"29,38","93,28","6,37","218,52","88,73",Moderado,Neutro,Baixo,Fruta,Coco
32,12,30,"25,39","98,09","5,58","218,08","81,41",Moderado,Neutro,Baixo,Fruta,Coco
30,25,31,"26,31","98,62","5,8","208,12","81,34",Moderado,Neutro,Alto,Fruta,Coco
14,21,35,"29,53","91,91","6,12","194,31","83,97",Moderado,Neutro,Alto,Fruta,Coco
27,22,29,"28,83","92,17","6,0","145,42","86,13",Moderado,Neutro,Alto,Fruta,Coco
40,5,29,"28,48","97,77","5,82","160,39","71,11",Moderado,Neutro,Alto,Fruta,Coco
17,11,32,"28,74","93,4","5,62","156,77","86,76",Moderado,Neutro,Baixo,Fruta,Coco
30,30,35,"25,01","95,59","6,0","165,81","76,12",Moderado,Neutro,Alto,Fruta,Coco
28,10,30,"29,87","91,15","6,31","192,77","84,53",Moderado,Neutro,Baixo,Fruta,Coco
39,7,29,"27,54","94,59","6,36","150,2","73,91",Moderado,Neutro,Baixo,Fruta,Coco
32,20,35,"26,52","98,38","5,59","144,63","82,87",Moderado,Neutro,Alto,Fruta,Coco
7,15,32,"25,04","95,9","6,18","174,8","84,26",Moderado,Neutro,Alto,Fruta,Coco
29,17,29,"29,2","95,67","5,96","211,25","89,13",Moderado,Neutro,Alto,Fruta,Coco
34,15,34,"27,06","91,11","5,68","224,7","81,61",Moderado,Neutro,Alto,Fruta,Coco
14,23,25,"26,19","96,97","5,61","135,42","79,99",Moderado,Neutro,Alto,Fruta,Coco
18,19,29,"27,59","92,49","6,21","162,84","92,34",Moderado,Neutro,Alto,Fruta,Coco
7,21,35,"25,76","94,66","5,76","131,25","76,98",Moderado,Neutro,Alto,Fruta,Coco
24,27,34,"28,88","95,11","6,2","145,06","82,85",Moderado,Neutro,Alto,Fruta,Coco
39,29,29,"26,51","94,48","6,14","199,88","71,44",Moderado,Neutro,Alto,Fruta,Coco
29,8,28,"26,87","91,73","6,1","214,41","79,93",Moderado,Neutro,Baixo,Fruta,Coco
10,24,27,"27,57","94,9","5,71","145,93","79,07",Moderado,Neutro,Alto,Fruta,Coco
0,29,32,"28,06","98,37","5,87","171,65","69,29",Moderado,Neutro,Alto,Fruta,Coco
32,11,31,"29,52","92,56","6,46","131,21","80,44",Moderado,Neutro,Baixo,Fruta,Coco
37,10,32,"28,96","95,16","6,17","222,8","75,55",Moderado,Neutro,Baixo,Fruta,Coco
20,29,27,"25,1","92,36","6,05","157,76","81,12",Moderado,Neutro,Alto,Fruta,Coco
31,29,35,"27,19","92,2","6,14","141,32","75,02",Moderado,Neutro,Alto,Fruta,Coco
17,30,27,"29,03","90,79","5,89","205,57","76,87",Moderado,Neutro,Alto,Fruta,Coco
1,12,30,"27,75","95,95","5,56","131,09","74,29",Moderado,Neutro,Baixo,Fruta,Coco
6,13,29,"27,31","99,97","5,83","201,83","79,71",Moderado,Neutro,Baixo,Fruta,Coco
15,28,32,"28,84","99,64","6,22","224,4","76,71",Moderado,Neutro,Alto,Fruta,Coco
27,24,29,"26,61","96,97","6,14","191,01","86,05",Moderado,Neutro,Alto,Fruta,Coco
3,23,30,"29,7","95,66","6,08","215,2","74,03",Moderado,Neutro,Alto,Fruta,Coco
8,26,26,"25,55","91,64","5,7","212,87","72,75",Moderado,Neutro,Alto,Fruta,Coco
20,28,26,"26,38","91,5","5,55","167,05","83,07",Moderado,Neutro,Alto,Fruta,Coco
26,18,27,"27,46","92,91","5,84","142,14","90,39",Moderado,Neutro,Alto,Fruta,Coco
1,6,35,"27,02","95,72","6,23","147,17","67,83",Moderado,Neutro,Baixo,Fruta,Coco
27,30,31,"28,99","90,74","5,72","148,84","78,87",Moderado,Neutro,Alto,Fruta,Coco
23,7,34,"26,11","91,52","5,85","134,13","82,28",Moderado,Neutro,Baixo,Fruta,Coco
0,26,31,"25,07","95,02","5,55","192,9","71,09",Moderado,Neutro,Alto,Fruta,Coco
38,6,25,"25,55","96,93","6,16","191,3","71,07",Moderado,Neutro,Baixo,Fruta,Coco
25,12,26,"28,57","95,68","6,44","134,84","85,63",Moderado,Neutro,Baixo,Fruta,Coco
40,5,32,"26,07","96,7","5,98","143,53","69,63",Moderado,Neutro,Alto,Fruta,Coco
0,19,31,"25,52","94,38","6,27","178,73","79,55",Moderado,Neutro,Alto,Fruta,Coco
26,9,32,"25,95","94,74","6,47","144,16","84,48",Moderado,Neutro,Baixo,Fruta,Coco
35,30,34,"28,3","95,41","6,14","182,45","74,12",Moderado,Neutro,Alto,Fruta,Coco
19,30,30,"29,57","91,41","5,83","224,83","77,97",Moderado,Neutro,Alto,Fruta,Coco
31,13,33,"29,7","95,21","6,34","148,3","83,92",Moderado,Neutro,Baixo,Fruta,Coco
17,29,26,"26,14","93,28","6,07","195,41","78,92",Moderado,Neutro,Alto,Fruta,Coco
2,30,30,"26,0","94,8","6,33","209,54","67,59",Moderado,Neutro,Alto,Fruta,Coco
30,13,25,"27,15","91,49","6,41","164,92","85,24",Moderado,Neutro,Baixo,Fruta,Coco
8,15,33,"28,97","98,1","5,5","213,9","81,04",Moderado,Neutro,Alto,Fruta,Coco
18,12,35,"26,14","96,39","6,34","131,34","84,48",Moderado,Neutro,Baixo,Fruta,Coco
8,28,30,"25,52","94,33","6,02","135,13","73,09",Moderado,Neutro,Alto,Fruta,Coco
40,22,29,"27,56","99,98","5,74","174,63","79,38",Moderado,Neutro,Alto,Fruta,Coco
27,10,33,"27,81","97,48","6,47","154,06","85,3",Moderado,Neutro,Baixo,Fruta,Coco
21,20,31,"25,6","99,72","5,86","165,82","93,12",Moderado,Neutro,Alto,Fruta,Coco
3,9,35,"26,92","99,85","6,32","225,63","69,48",Moderado,Neutro,Baixo,Fruta,Coco
22,16,27,"29,18","90,27","6,01","188,93","93,98",Moderado,Neutro,Alto,Fruta,Coco
27,8,30,"26,45","98,3","6,01","221,23","81,57",Moderado,Neutro,Baixo,Fruta,Coco
22,8,33,"28,44","95,88","5,67","203,93","86,39",Moderado,Neutro,Baixo,Fruta,Coco
28,27,32,"28,94","93,0","5,76","191,77","81,97",Moderado,Neutro,Alto,Fruta,Coco
23,21,26,"26,45","93,45","5,9","149,22","89,38",Moderado,Neutro,Alto,Fruta,Coco
37,5,34,"25,79","93,84","5,78","152,42","71,64",Moderado,Neutro,Baixo,Fruta,Coco
19,26,29,"26,93","98,8","5,67","166,57","86,09",Moderado,Neutro,Alto,Fruta,Coco
133,47,24,"24,4","79,2","7,23","90,8","91,21",Moderado,Neutro,Alto,Fibra,Algodão
136,36,20,"23,1","84,86","6,93","71,3","89,8",Moderado,Neutro,Alto,Fibra,Algodão
104,47,18,"23,97","76,98","7,63","90,76","93,69",Moderado,Alcalino,Alto,Fibra,Algodão
133,47,23,"24,89","75,62","6,83","89,76","91,19",Moderado,Neutro,Alto,Fibra,Algodão
126,38,23,"25,36","83,63","6,18","88,44","89,52",Moderado,Neutro,Alto,Fibra,Algodão
126,50,19,"24,69","81,74","6,63","78,58","95,74",Moderado,Neutro,Alto,Fibra,Algodão
113,41,20,"25,0","80,54","7,26","96,33","92,91",Moderado,Neutro,Alto,Fibra,Algodão
121,45,22,"22,46","81,31","6,44","64,23","92,3",Moderado,Neutro,Alto,Fibra,Algodão
121,47,16,"23,61","79,3","7,72","72,5","94,22",Moderado,Alcalino,Alto,Fibra,Algodão
129,60,22,"24,58","79,12","5,95","71,95","89,06",Moderado,Neutro,Alto,Fibra,Algodão
107,45,25,"23,09","83,56","7,23","71,84","90,22",Moderado,Neutro,Alto,Fibra,Algodão
122,59,18,"23,5","83,63","6,22","79,81","92,22",Moderado,Neutro,Alto,Fibra,Algodão
140,38,15,"24,15","75,88","6,02","69,92","86,89",Moderado,Neutro,Alto,Fibra,Algodão
102,49,21,"24,69","84,84","6,25","89,8","92,07",Moderado,Neutro,Alto,Fibra,Algodão
111,40,25,"24,48","84,45","6,19","90,94","88,67",Moderado,Neutro,Alto,Fibra,Algodão
131,35,18,"24,49","82,24","7,06","64,03","88,51",Moderado,Neutro,Alto,Fibra,Algodão
